rating,reviews
2,i had purchased this for the second time after my first one was stolen the first was ones wire was peeling after one month of use the second one worked well for months after which battery backup fell drastically and i was recharging it almost twice a day months into it the magnetic on off is not working i was initially happy at the price and quality it was offered but if this is its level of endurance then it is as normal as any non branded or competitors neckband and makes no sense to pay higher price i bought this as a gift for two of my friends one of which had latency issues within the first week sure to say will not buy this again for myself or anyone else if you are ready to take a chance the sound bass quality and noise attenuation are nice and adequate for most audiophiles the lows are not as crisp it gets pretty loud the mic is not appreciated by those you will call and i had to always hold it closer
3,these are good but can be better much betterif you are in love with music though these are also in the category of bad these are decent but if you more of a music lover go for oppo m wireless earphones what i feel is this is a good purchase these will serve you very well for work out sessions and runs the best thing is connectivity just detach the magnets and it is paired with your phone it can be a one plus device or anyone the connectivity is top notch you can pair devices at a time though it does not have a connectivity switch button like the original one but still it does the work i am quite happy and relaxed with this purchase the battery backup is awesome listening from days with like hrs of use everyday still it is not out of charge
3,the product was delivered nicely and on time so no issues there the design is also pretty cool the color and build quality are decent however i mainly purchased these as an upgrade after my oneplus bullets wireless z non base edition they didn t turn out to be an upgrade the bass is improved sure but at the cost of clarity in voice quality if you want loud sound these are decent however the clarity and originality of sound is not as good as it s former version besides that my use case for headphones is on my oneplus t pro and my macbook pro they work fine on op t pro but that s a constant cracking sound while connected to macbook and it was super annoying i ve seen some tutorials for how to get rid of it tried them but didn t seem to be working but then i didn t spend enough time on the problem so i believe it could be solved if i tried harder one more reason that i hate this particular version over it s precursor is the absence of a quick switch currently i do not need to touch my devices phone or macbook to connect my headphones to them all i need to do is double tap the switch on headphones and it disconnects with one connects to the other double tap again and it switches to the former one however in this particular version that button has gone and now you have to go into bluetooth settings of the device that you want to connect these headphones with even after they are paired it sucks
5,i have been using them for a year and half and here is my review pros strong build quality i often fall asleep wearing them and have travelled so much with them but there hasn t been any wear tear on the earphones fast charging minutes is enough to completely charge them with a one plus charger if you re in hurry then put it for minutes and i would work for hours great battery along with fast charging the battery back to is great it can with for upto hours non stop noise cancellation this is a big thumbs up for those who are looking for an earphone majorly for call purpose it has good noise cancellation and the sound is captured perfectly packing comes with good packing you can considering giving it to someone for gift cons not a good choice for music it doesn t have good bass which i am sure a lot of people look for when it comes to music
4,previously owned the realme wireless buds comparing it to that this one has an edge over oneplus smartphone users as the connectivity is pretty fast the latency is better in this one the built quality is better on the realme though the bass edition doesn t have the quick switch button unlike it s predecessor which was one major feature the best part of these earphones are warp charging it just takes minutes for hours of use and again if you have a oneplus just go without any second thought
1,guys believe me please don t buy this earphonesthere is lots of issue in connectivity on call disturbancei spend thought its one plus device it will perform well but at the end very bad experienceno doubt battery back up is too good you can listen songs it will work goodbut when we use for calling purpose oh good such poor performancei request you all don t buy
5,after going through multiple reviews asking bunch of people and applying my own mind i zeroed in on this one the highlights excellent sound quality good call clarity includes a decent amount of noise cancellation fantastic colour combination minimalistic designan important aspect was whether i need to take the one plus wireless edition the normal one or this one i can tell from experience that this one is definitely a better choice and that includes voice calling
4,been using these earphones since months or something and would say that the sound quality and bass is way better than the types of boat and other competent in this price range earliers had some issues with the inbuilt mic due to which a noise was constantly heard to the caller on other side but later the issue was found to be with my mobile device as resetting the mobile to factory data resolved the issue the earphones quality and the neckband are durable enough to survive normal water splashes and from being fallen to ground for a number of times currently while playing music sometimes having some music lag issues in which the sound is not audible for seconds but this issue doesnot occur quite often and also seems to be with the music player network device overall the earphones are a quality purchase and would recommend to anyone seeking for good wireless earphones in the price range of i bought it for which is much more valuable
4,average quality not worth spending on this headphones i read in one of the review that the headphones produce a cracking sound i ignored it thinking that it would be one very random case but to my dismay the pair that i received always produces a cracking sound while increasing decreasing the sound or when switching over to a new song couldn t help but there it away and bought the jabra t much much better than one plus
5,excellent productas expected from onepluspretty good noise cancellation sound is very very good crisp and sharp good to taking and making calls bass is also good for a neck band not as good as bulky over the ear headphones but good enough for something this compact design is one of the best thing about itits so light weight and compact i don t even notice it around my neck battery life is good i get around hours of music time with medium volume but the best part is it charges in no time minute of charge can give you hours of continuous music or video play full charges in around minutes i recommend it extensively
1,there is no star rating so i m giving it as the only better thing with this product is that charging with type c cable only for namesake it s a bass edition very unhappy with the sound it s just gives a loud sound that s it i already have far better product than this at price range my regret here is it doesn t have return options only accepting a replacement that s very discouraging for any user very much disappointed
5,best in class better than regular bullets z as it has high bass and even max volume is more than that of regular ones non bass edition best buy i got it within a day n half thumbs up for amazon packaging and delivery overall these are the best earphones within this range and i think even better than many other costing around k k love this bass edition if you are a bass lover then definitely pick this but if you are a regular user then go for regular z variant as it gives hrs battery pack up than hrs in bass edition mic placement is also changed but it s not downside of having mic bit behind all though calls are perfectly audible for the caller nd receiver
3,overall good product but when travelling outdoors the noise cancellation is almost zero firstly dont buy this product if you always use it outdoors because the noise cancellation is almost zero the opponent cant hear your voice clearly because of background noise apart from this the earphones are amazing in terms if sound quality
3,bass is ok battery is excellent calling with mic is very good not as good as jbl earphones i have used before many earphones like sony samsung level realme sennheiser non of these are as good as jbl earphones jbl earphones have great low latency superb for pubg and a very pleasant sound so that s my point of view
5,after months reviewthis new reverb red version has more improved sound quality than normal bullets earphones nice battery backup almost hours at volume and hours at volume build quality is also awesome in this made by really good quality plastic material bass is awesome and the most important thing is this is at volume there is no sound lag os no destortion important this device is not for pubg players in pubg or in any kind of shooting mobile game there is heavy sound lag in pubg shooting sound go to your ear after almost sec after you shoot so its not for gamers otherwise for video streaming watching movie or listening songs its a beast so if you are a song lover just go for itthanks
3,bought this wireless z edition assuming this one will have the quick switch function i found the quick switch quite useful in their previous version but without the quick switch it was a major disappointment the previous version was much better in functionality sound quality and ear fit is good
5,i am using this headphone for the last one year it has taken all the abuse needed still good as new the hardware quality is top notch i am using this daily along with my helmet and still strong the sound quality is excellent though bass is on lower side it s good for office conference calls and reduces background noise to an extent according to me it s the best headphones in the market and justifies the price tag
5,one plus designed this of people like us it s very nice headphones it s very handy it gets switched off when you attach both of buds together its magnet is very powerful you can use it for days with one charge if you you just want to use it for answering calls let it hang on your neck and when you receive a call just separate earbuds and soon it is connected as soon as it gets connected call is answered you don t have to take your phone out and once you finish talking just attach both of the earbuds together and again it switched off
2,all thos mother who aporeciated this one plus product mast have done it for paid its no where near to realme earphone which comes in only problem with realme earphone is that its wire used to break from the main machine or else i would have bought realme earphone for third time in years but i bought this one plus product in rupees which is just a trash one plus is useless earphone
5,you can blindly buy these wireless earphones i have used the oneplus wireless bullets which lasted like ever this is half its price and the built and sound quality is better than the wireless bullets sound quality is amazing for the price tag it is one of the wireless earphones which has faster bluetooth connectivity as it has magnetic heads with auto on off feature it s easy to connect to phone effortlessly bass is in the comfort level and pleasing conclusion oneplus wireless z bass edition worth every penny
3,first of all the product is excellent sound quality is good with decent bass and sound clarity is good in all levels of volume build quality and battery life is also good but i face some issue when connected to some devices let me list it when connected to my macbook pro i hear some crackling sound also sound clarity is not good as compared to other mobiles quality is not a problem but that crackling sound is annoying i searched in google regarding this issue then only i came to know many of them face this issue in other devices also they also say it may be due to some interference at last it came to be an bug in this product when connected to oppo a s mobile the loudness is very low even in full volume mic quality is also not good its voice pickup level is very low
4,see i was very confused before buying this product or not some of my friends suggested that oppo enco m is way better when its comes to balancing the sound due to some codec well i have used both of these products trust me i did not find any difference between these two products else the oppo enco m has a very small neck band people like me likes to have a large neck band well coming on the built quality honestly i find its very flexible to use which makes it different from other devices i mean it can fit inside your pocket battery is one of the thing oneplus has really done something great battery is fare enough and lasts for almost hours with audio sound playing go for it at a glance you wont regret
5,highly recommended excellent sound quality music video sheer pleasure can hear each and every instrument call quality is very good battery backup is amazing treble bass perfectly blended very light can very around the neck for long hours csn listen to music long hours very very comfortable best earphones i have purchased till date do not think twice just buy it
5,this the replacement of the fault one i bought for fire time to gift my wife and eventually it failed to work within two days but i crossed the replacement period still after explaining amazon representative they accepted to replace and provide me a new one i mean the amazon representative guy was very helpful the replacement one is working excellent thank you amazon
4,this review i am writing after month usage firstly let me say that i am a moderate user of this item i used this bluetooth headset for calls audios and music pros one plus being an elite brand has tried to maintain a decent quality of the product bass treble performance deep bass delivery is satisfactory high pitched notes could be made better i am a fan of jagjit singh and his ghazals were all upto my satisfactory levels tried it using inside trains at volume level outside noises were mostly eleminated outdoor ambient noise was also blocked when used during brisk walking or trolling choice of volume level is upto the hearing perception of an user so i am not commenting more on this call reception quality is good enough if you use it at night in a dark room with some classical songs playing simply you will love to continue to play lastly the sound delivery does not distort even at higher volumes which is a great positive factor to me battery backup is satisfactory it never runs out of charge after hrs of listening charge dips only which is acceptable cons it could be made a bit sturdy at this price the thin round wires coming out from the headband will tend to tear at that place because it is a weak joint it could be made better overall if you can spare a bit much from the ranges around then this won t turn you down i am happy using this item as of now choice is yours best of luck
5,it is good in all aspects i purchased numbers of oneplus bullets bluetooth wireless z bass edition in ear earphones with mic black for me and my friends the performance of the sets is good and the battery charge is sufficient for the full day for one of the sets magnet was dropped and lost somewhere after months of usage replacement is denied as the magnet is not found another set stopped pairing after months oneplus service center replaced it with a new set on my request
4,writing this review after using it for days i am using it by paired with iphone and believe me it is one of the best neck band i have found iphone has bluetooth version and in some reviews i read it is compatible with bluetooth and latest versions but i haven t yet faced any single issue related to connectivity or latency in voice hats off to its battery life in days i have charged it for twice only i was very confused before buying it due to review i found here but believe me and buy it without any second thought
5,writing this review after days oneplus did a great job with this earphones sound quality sound and bass are amazing as mentioned everywhere comfortable for all type of uses like calling music movies etc build quality such a premium build quality not gonna break easily and with nicely box packing every essential items are given like extra earbuds and charging cable it feels very light wearing it you can wear it all day without any problem eveything is great with this only i had a problem with in ear fitting as the earbuds are little bit of big for my ears i solved the problem by changing the earbuds to small ones conculsion over all it s a good product if you re looking for a good neckband earphones i totally recommend it under k worth it
3,note got the solution for cracking sound the crackling sound comes when you use the headphones at full volume and if your device have a option like absolute volume that is used to maintain bluetooth headphone and phone device volume consistent in this mode makes the bluetooth headset in full volume so don t use that last few years i only used wired headphones only and that is also only from boat products when coming in to bluetooth headphone i checked out different product most of the reviewers had this one in the st place it will be best for the oneplus and iphone devices pros once both magnet connected it will automatically disconnect and if you remove them it conncets instantly even though during calls you may feel a or sec delay battery was awesome it depends on the usage for me it will last to days audio quality and bass is ok for the price volume is also good build quality is good not the best cons after a few days i have faced cracking sound i have reset the headset but it won t go then i tried change the codec it worked for a day then it happens again so you have to do the samething again like a loop i don t know how long i have to the samething no aptx ldac only sbc for android and aac for iphone users that s worst there is quick switch button or last redial features gaming only useful if you have oneplus deviceit s not worth for rs
4,pros the quality of this product is just mind blowing its looks premium in design build bass is not that much but when u enable the equalizer and adjust the bass frequency in youtube music spotify means its mind blowing it fits perfectly in ears play pause magnetic feature is a added advantage cons the neckband rubber is not that but comfortable feels likes the neckband rubber part is little small personal opinion
3,if you are using bluetooth mouse and keyboard on mac then this headset is not for you audio gets scrambled distorted because of wireless inference i read and tried several options to reduce the inference thinking it would reduce the distortion but none of that helped i even tried replacing this headset with a new one to check if the one i received was faulty however the new piece as well had the same problem so i wouldn t recommend this to anyone who is on mac platform and is using bluetooth mouse keyboard
2,definitely good for mobile sound quality is good you can hear podcasts using it without any problem they are loud so volume is good enough but when i connected these to my mac there is static heard in the first day itself not sure why it s not compatible with mac mike quality is ok but if you are planning to buy for office calls better avoid this this is first two day review though
4,the headphones are good and handy the sound quality was better noise cancellation will be average while playing games some times rarely the sound will go mute i don t why the sound was going mute every thing was fine and the phone was already connected but some how the sound will get muted but it is not a problem we can turn off the bluetooth and fix the issue within a minute like simple every item has some disadvantages in their own some of the reviews will be negative but think that we cannot satisfy every person expectations so go for it if your planning to buy a good brand wireless headphones battery backup are awesome it can withstand upto to hrs based on the your usage
3,i like the prduct due to its sound quality and the amout of noise cancellation that it provides at this price point however online meetings at laptops and computers revealed an potential issue with this if you are infront of the laptop may be within feet other will not notice any issue as soon as you move beyond that you are not audible or your voice will decrease significantly for others in the call forcing you to maintain the very small radius this negates the purpose of having bluetooth headphones so for cellphone its ok but for office meetings you will face issues
5,it s been weeks i am using oneplus bullet wireless z i must say i am very impressed with it i love the bass quality of the earphone i am using it with oneplus t and i must say i can clearly feel the good bass i can hear very minute sounds in the youtube ads which i never cared of one other thing i liked is the seamless connectivity with my oneplus t you detach the magnets it got connected within milliseconds you attach it and it disconnects the experience is very nice this feature is very useful when you are in a call and wants your hands free the design and overall look is good noise cancellation feature is working pretty good i tested few phone calls while my tv was playing with moderate sound
2,sound quality for audio and video files are very good but these series of headphones are poor in call quality static disturbance and the other side cannot hear well the internet has similar complaints but no fix from the oneplus team do not buy if u are looking to use it for calls but if it s for audio and video usage then perfect
4,product build quality and speaker quality is very good i have been using this for almost months battery back up is good only problem i m facing is lack of noise cancellation in outdoor calling it s difficult to speak i have to keep mic near to mouth so that i m audible than people around me next problem is we can t switch off this device for example if i keep this in my pocket magnets attached and if if magnet detached it will turn on and connect to phone but anyway considering the fast connectivity this can be ignored my suggestion is if there is any other with noise cancellation go for it if no this one bass edition is the best in k range
3,first they sent me used product which had mic issue i ordered for a replacement then i was given a new one so be careful with the packaging and the product amazon definitely delighted me with their swift action but was really disappointed with the first product sent the handsfree is good with great calling and music bass is ok as i am more of a basshead battery backup is decent if you do not hav one plus charger then charging is going to be slow
3,this version of oneplus earphones also have the same limitation of not being able to connect to multiple bluetooth devices however unlike the last version this version doesn t have a button or mechanism to switch between two device which makes it difficult to operate if you plan on using this earphone for multiple devices there is an obvious increase in the bass performance and audio quality which is the only saving grace here
1,i am writing this review after months from the date of purchase sound quality was very low from the very beginning itself and there was noice issues at both ends and not audible while making calls it was kind of wrong purchase and i have contacted amazon and oneplus customer service and schedule a repair for the product they have done the pick up and service very neatly and i got the product back after one week but nothing has changed again went through the same customer service and sent the product for second repair i have requested to refund instead of repairing the same donno what will be the response still waiting to get back the product
4,i have been using this for months and i should say that this is an amazing product the battery backup and the sound quality is very good moreover that the call quality and microphone quality is also very good it is having good bass the build quality is very premium the only con that i found on this product is that it is having significant latency while gaming maybe a fraction of a second but still it is noticable the low latency mode is only available when only paired with an oneplus mobile phone i would not recommend for gaming but if you are into music or your purpose is calling then i ll say this is a best buy at this price really value for money
3,it has an attractive design the red chord not only makes it attractive but also helps locating it from the mess on working table or bed it has long battery life since i use it sparingly it can last for days voice quality is good however since it is not an over the ear headphone ambient noise is always present connectivity is good however one has to join the magnets back to back and pull them apart everytime before establishing a new connection it doesn t sit inside the ear canal nicely feels awkward but overall a good bluetooth headphone it has a range of about feet depending upon the presence of interfering signals the price is definitely high should have been under rs not money s worth
2,review after months of usage let me start by listing the good points about the product battery as advertised hours under almost constant use it lasts consistently for a bit above hrs it was not being used while i slept no complaints there have taken it with me in hrs journeys and it has not run out of juicesound quality good enough i m not an audiophile so as long as i can hear what i m listening to clearly i don t mindnoise cancellation best i ve used so far i ve tried different earphones wired and wireless in the k range and this one is by far the best i can confidently walk on the side of a road with noisy traffic and be assured that the person i m speaking to on the phone can hear me clearly water resistance while i have not thrown this into water i ve sweat a decent amount while wearing it and so far no complaints the fact that the charging port faces the skin is concerning for long time usage though so why such a low rating it has to do with calls specifically the tone that barges into your ear when a call comes it is such a jarring noise that i can peacefully use it only when i m not expecting any calls it doesn t matter if the product has a good qualities if the product itself actively encourages you not to use it for its intended purpose it has gotten to the point where i have this earphones just lying around using a wired earphones for most of the day and using this only in the night when i m sure no calls will come so despite all its good qualities everything is as advertised i would still never recommend this to anyone looking to buy a wireless earphones because no product is worth it if all it can be used for is as a showpiece most of the time
5,bass boosted is upto its name absolutely fantastic sound quality noise cancellation etc especially with a oneplus phone the compatibility is just amazing with non oneplus phones experience might not be the best all cool features don t work as well
4,i want to know about the warranty
4,value for money bought it for and i think it s unbeatable in this segment the battery life of hrs gets you through the day without needing to charge i ve owned both z as well as z bass edition and the bass is quite a lot more significant in the bass edition making music a lot more enjoyable the connectivity aspect can get annoying but i don t mind it as much edit recently the media was dropping and a constant random beep sounds which had me confused requested amazon to replace and they did it without any hassle got a new pair the next day thanks amazon
1,so usually i don t write reviews but if something you use daily and if that gives you an issue you will be reminded to write this in a nutshell that was the review of this earphone it has a crackling sound while call which makes the experience worse many times a call switch to media has an issue so you have to reconnect crackling sound happens during media also its price is so high but it doesn t fulfill the basic need
4,the product is good for the priceinitial impressions built quality is awesome it s material is durable and flexible unlike other sturdy plastic earphones sound quality is decent nothing extraordinary not too horrible as well connectivity is just amazing it switches off when attached and immediately connects when detached from the magnetoverall a worthy buythe only thing that pissed me off was the delivery i was delivered a package where it can clearly be made out that there was whole underneath where someone has taken out the earphones used it and then packed it back using tape i was just horrified seeing the package quality amazon must take strict actions against such employees who misuse customer products
5,simply amazing charges pretty fast and it is enough for long usage and remains for days it s designed so well that it is very comfortable to wear the neckband is very convenient as well the magnet feature is amazing as well to save the battery when not in use and there is no need to switch on off the sound quality is pretty good as well very happy with the product
5,am some way not comfortable with single ear bt devices or ear pods for long calls even though i use then for short calls wired hands free are good but pick up too much of ambient noise which is a pain for the other person randomly picked this up but was surprised at the noise cancellation cuts out most of the regular noises like a bike passing by or a loud fan and the regular kitchen noises pairs seemlessly with bt devices and love the way the call switches back to the original device when you keep both the ear pieces together ends are magnetic for the price a definite buy cons doesn t have a mute umute button and you need to be around the system phone to do so
1,i m really disappointed by one plus because i was expecting a really great product to be frank the sound quality and other stuff are all decent but the whole experience is ruined by crackling sounds which keeps coming again and again i tried listening with different devices but they all seem to have it probably something wrong with the bluetooth of the earphones
2,pretty disappointed with the lack of featues for example no option for switching between devices which is a standard feature nowadays honestly i bought this because it comes with extra ear tips which are not available in the market and i have lost the ones of my oneplus z and oneplus wireless both are much better
5,sound is crystal clear the bass is good don t know if it has preamp or not but the loudest sound is very loud which i feel is a good thing as you have a wide range of loudness as expected from oneplus battery life is great on one full charge i can use it for a week max hrs per day the quick charging actually works these are light and comfortable the controls are pretty simple and intuitive ear fitting is impressive not too tight and not too loose
3,as mentioned by everyone the best thing about this product is it s battery and charge time it lasts more than a day on one charge and i have it on almost all the time however in terms of audio it s pretty underwhelming to be honest i am not that hard to please i am not an audiophile but even to me it felt poor especially like me if you are someone who isn t in to bass heavy stuff and likes their headphones to be pretty balanced i also would like to point out that i got these to use it for my work calls and while the call quality is pretty good i noticed that my wifi speed dropped and the call kept getting disconnected i used a regular non bluetooth headphone and didn t have this issue so i still have to use my old headphone which sucks overall i give it stars for its battery connectivity material and design however if you are an audiophile and likes their headphones to capture all the nuances then stay clear of this one
4,build sound clarity muddy bit soundstage instrument seperation is good but not satisfied long hrs usability battery just superb bluetooth connectivity cant connect two device simultaneously its a big drawback i ll be connected to laptop during work and if i get a call on phone i want to just use earphones for that which is not possible i have to disconnect from laptop and connect to phone takes about sec hence its not practical for quick things
5,it s been around weeks of usage very good for listening to music and movies the sound quality is pretty good for a bluetooth device at this range really good budget bt earphones mic quality is ok other person can hear you properly good battery life i can go throughout the day without putting it on charge if you find the sound a bit bass heavy you can just use the equalizer to manage it to your liking definitely recommended
2,the lack of the good one quick switch button is the main problem i used the original edition for years and it got wear off due to heavy usage and i had to purchase a new one and i bought this one few days back and i am okay with the purchase but the main problem is the missing of quick switch button and i never thought that would be an issue but it sincerely bothering me just too much that i have to leave a single star review for its successor we few compare original edition with this bass edition quick switchold yesnew nobattery backupold to daysnew daysbass rating old new it s not worth the hype charging timeold hoursnew hours its the same convenience old new lack of that damn quick switch my final rating for original and bass edition old new conclusion go for the original edition if possible if you haven t used to quick switch this one might be fine for you but if you constantly listen on your computer and switch to your phone for call or something the quick switch button will ease up the pairing task to such an ultimate level if the review help give a like for being a savior
5,was a bit skeptical at first because i was apprehensive about the fact that a bluetooth earphone can outperform a standard over the ear headphone with significantly big speakers boy was i wrong i ve had this for a short while but it s been a delight pairing and connecting is like cutting through butter especially if you use a oneplus device even if you don t doesn t make much of a difference sound quality is far better than i expected with a balanced sound system it s not very bass heavy that muffles all the other frequencies but enough bass to feel that sweet beat you hear in edm songs tl dr you won t feel like you re listening to music muffled by a pillow that s characteristic of other bass focused earphones out there the price is justified it s incredibly light weight and the ear buds are comfortable and don t fall off easily noise cancellation is impressive too
5,the media could not be loaded sound quality is very good also product material is classy
4,i was using boat rockers before then i switched to oneplus bullets wireless z bass edition everything was good with these earphones even sound quality bass and long battery life the only thing which keeps irritating me was switching from one device to another manually which i did not use to because i was using boat rockets with dual paring feature i just had to return oneplus bullets because of this reason as i usually connects with devices while working otherwise these headphones are very good in this budget
3,the design and build have departed from the original wireless z now the tip of the band has all the volume and play pause control buttons meanwhile they took a u turn with the quick switch button and removed it altogether oneplus claims quick switch in their product description but with a footnote saying you need to select the device from the paired devices list in each device for switching between them outright stupid i would say in my experience it hasn t worked as mentioned even once so those of you buying for the sole feature better stay away their software solution is terrible and i don t see it improving
2,changing my review after a few days of usage don t buy if you are using any other device except oneplus frequently disconnection issue while calls sometimes the call receiver complained of a robotic voice with lot of disturbance i would not recommend buying this trust me you cannot return the product also rather go for the realme budz wireless it s much better than this i made a mistake buying this because i wanted to try it out
3,sound quality is good but bass quality is not the best adequate would not recommend for truly bass lovers cons quick switch feature is completely useless as it is only available for oneplus phones also the earphones does not have any physical button as a quick switch disappointed for this one build quality is average pros bluetooth connectivity is very good it connects instantly and has a good feature of auto turn on off via magnets overall sound quality is good if the average bass is neglected
4,pros great build quality lightweight flexible yet quality build material easy and convenient to carry around clear and high quality sound great battery backup and easily last a day if fully charged easy connectivity works especially well with oneplus devices cons despite being called the bass edition i found the bass to be of average quality its not bad but not great either conclusion value for money if you re looking for earphones around go for it
4,one of the best tws earphones under rupees it gives environment noise cancellation and the bass it has is outstanding the mid lows uppers are so perfect and you can clearly difference between the instruments in the music the battery life of this is around hours in single charge and if you charge them for mins then it will give you hrs of playback time that s amazing one and no other brand earphone give that these are compatibility with ios and android there is no specific issues which i found with them but you have oneplus device then they will give you little more features to enjoy
5,ear phones are good but not durable i have purchased three earphones one for me and some to gift others i hope you can understand the ear phones sound quality and built is good as i have also gifted them to others but the issue is with durablity of the product the ear phones get some issues will get disconnected at times or will not connect at all or will also not get switched on sometimes yes we have a warranty and we will get exchanged with a new one but we have to travel to the stores submit the peice and need to travel again to pick new one after a week now that s a problem it would be better either you guys imporve the machine quality and work ability or make the warranty claim online and quick delivery
3,i had used the original bullets wireless z for around months and never needed to use anything else although i have a pair of sony wh xm but they were convenient enough to accept the worse audio quality my originals started giving me issues with the mic and remote which was caused by usage in light rain as far as i can tell so i got the new one i initially thought that the only thing different between the two was the audio tuning sadly i was wrong first of all whats similar between the originals and bass edition same comfort can comfortably wear it for hours without fatigue support for warp chargingprice what s not same significantly cheaper build since i have both the versions i can compare the two side by side it s lighter but not in a good way the wires feel flimsier no quick switch button it was such a huge game changer for me i used the original zs with my phone and laptop and could switch back and forth between the two without having to fiddle around the settings although now you can connect to devices simultaneously which is a feature that i like and will use but i am not sure how relevant it is for others worse battery life just by the specs the company quotes lower battery life this is a bummer as the improvement in audio quality is barely noticeable when compared to the decrease in battery life worse latency i had used the original zs with oneplus t and pro and nothing could beat the latency on the originals while playing pubg on pro gaming mode the latency was imperceivable but here it is certainly noticeable let s see if this can be improved with a software update down the line as it did for the original zs positioning on the mic the original zs had the mic between the neckband and the bud itself on the left ear which brought it at a very convenient place to take decline calls music controls and in general have better mic quality for the person on the other end the bass edition has the control mic incorporated in the mic it annoys me to bits when people on the other end complain about static noise being generated as a result of the mic rubbing on my shirt collar and this also makes it virtually impossible to take the calls while on the bike the original z s mic could be tucked inside the visor of the helmet it may seem like that i have crapped all over the headset but it mainly owes to the fact that i had grown used to the original bullets wireless z it is still a decent buy but only buy it if you re going to use it on a oneplus device for other brands i d recommend look elsewhere
2,i purchased this for my poco x phone and the first was not connecting with my phone and if connects then disconnect automatically and will not connect again for hours then after restarting multiple times it will connect again so i went for replacement i got replacement and there was no connectivity issue but when i am on call there is always some static background noise and it was so bad and loud that i had to return the product
4,these bluetooth earphones are simply amazing the build quality is amazing the sound is superb just one issue when the sound is on maximum volume its a little too high and it hurts the ears the magnet auto connect and disconnect feature is amazing the sound while talking on phone is also great and the range of the bluetooth is also amazing almost meters and the wall penetration is also great wearing it for long time doesn t hurt the ears overall a perfect buy go for it
3,these are a good set of earphones but they come in with a con that i m totally not okay with the overall sound stage is good but the crackling sound is real though the crackling sound is faint and feeble once you notice is it s difficult to ignore creates a lot of problem while watching videos and on calls i don t see a fix for this and will have to live with it but it s poor from oneplus to not address this issue ps i m using the set with my iphone not sure if the crackling sound exists on android devices i will try to test the headphones with an android device and update my review
3,while buying a oneplus bullets headset one expects it to have aptx codec for those amazing hd sound with low latency but it supports universal sbc and aac codecs regardless of this sound quality is nice with a nice tinch of bass wherever it s required volume levels are good goes really loud without distortion so that s all the good parts of this neckband oneplus magnetic disconnection works perfectly as expected but the big holdup here is the quick switch feature when even models from with bluetooth were giving way bluetooth connection connected simultaneously with devices for music and calls this device doesn t support it only connect to device which is really a shame its like launching a new product and actually degrading it in the previous wireless z models there was a quick switch button which could help switching connection with multiple paired devices but in this model bass edition that quick switch button is removed and in their product description page it s written quick switch now works differently use the smartphone bluetooth menu and select oneplus wireless to perform it this line is actually a scam and coz everytime of we have to devices to switch it s not quick switch anymore and moreover once this neckband is connected to device other paired devices can t connect to it even selecting it from the device i tested it so ot just can t connect to devices which is really dissapointing i ll still keep it as my secondary headsets but overall not satisfied
3,i have oneplus bullets z normal edition but i order bass edition for best bass experience but i am not satisfied with this product bass is not punche and it s not feels like normal edition from box to neck band it s not feels good just little bit bass not much expected also decrease battery life for bass lovers it s not that product your looking for
