review,star_rating
"10,500 rupees worth mobile..",4.0
There are 3 cameras but actually only 2 are working. Packing quality was also submit optimal.,3.0
"This phone data network is so bad net connectivity is too poor, always connection network show, buff an all of, over all i waste my money on this purchase",3.0
Worst quality and material.,5.0
Camera is good,3.0
Seriously not good,4.0
"The phone is awesome.
Pro
Big battery
Decent display
Side mount fingers print scanner
Cons
Weak processor
Heating issue
Average camera.",5.0
"Not expected of this phone.
Camera is pure quality",5.0
What is this camera is not good look is odd im totally afsaid when i buy this,4.0
Very Good mobile look and performences,5.0
"Good but battery is required fast charge thanks
4.5*overall 5*/5* battery 📷 3* /5* processer 4.0*/5*",5.0
"Perfect ok andites to the tan and con and the back

Machan athu pore aliya",3.0
"hotstar promocode not received yet, very bad servises.",5.0
"Worst product, poor Battery not run like 6000 Mh, in Gaming Pubg not run on HDR mode, In youTube only 1080 resolution available.",5.0
"Camera performance is below average.
Display below average.
Performance is okay.
Battery & speakers are good.
Signal strength and calling is good.
Great grip in hand feel, not much bulky.
Its a 6gb variant,but not up to the expectations based on the performance and ram management.",5.0
Nice Product @9999rs/-,4.0
"Bought it in just 9999rs.
Satisfying product ..
You will disappoint by selfie cam..",5.0
This mobile is disgusting after one day of use it is lagging and hanging it is taking time to open app dont purchase this mobile my request,5.0
"Value for money product.
Camera quality 4/5 but considering the price 5/5.
Many build in features in camera app.

Processor never lags
Display big enough
Very light weight",5.0
"Really like Poco M3
It's amazing!! Back design looks cool.
Phone display is awesome.
Camera quality is good.
Charger is so fast, no heating issue occurs.
Thankyou Flipkart ☺❤",5.0
Product is good but call recording option is not liked as both d person will hear d inbuilt voice of recorder which is said the call is being recorded. Very unfair for call record,3.0
Nice phone average camera,5.0
"Selfie camera is very very bad
Other than that this mobile is completely okay",5.0
"Don't buy this product. It's waste of money. The display is very weak when you are outside. Almost nill. I got na faulty product and when I called for replacement, flipkart rejected it saying it resolved by troubleshooting. This is very weired response from flipkart. There are lot of other phones available, go for them. I have to use this faulty piece as per flipkart return policy.

Think twice before buying this model phone....",5.0
Price decreased just after I bought it.,4.0
"Good quality but camera and display not great at this price....
Battery build quality are awsome.. Thank you",3.0
"After using 3 months of time span, i writing my experience with M3.
Front Camera is very bad quality and rear camera performance is not up to the mark. 48MP is in specification only.
Also the phone is lagging sometimes.
The only good thing is it's back side texture it looks premium.",5.0
U can play free fire and give one tap to other players 😁,5.0
Issue with mobile getting heating and mobile is not working properly Technical person also told it's heating I call Flipkart executive and 2 times Raised replacement request but not responding anyone my complaint get auto closed 2 times. very bad don't Flipkart products 1 year ago Flipkart given good service now Flipkart also acting like Corona. Very bad and horrible service,5.0
Nice but lagging problem,5.0
Bugaa phone,5.0
Mobile have heating problem... Performance is zero...,4.0
Battery recharge is very slow & battery backup is very poor. It takes 40mins to change only 20%battery . So poor. Don't buy this one. I frustrated after buying this phone. So bad u will not satisfy after buying.,3.0
"VERY BAD & USELESS HANDSET , MANY FEATURES NOT WORKING PROPERLY SOME OF THEM ARE SYNC , WHAT'S APP ETC ETC",4.0
Camera quality bad ok,5.0
Super Phone,3.0
Battery is good. Stands for 2.5 days on WiFi,3.0
Awesome hand set value for money,5.0
Nice product,4.0
Loved this,5.0
Nice product 👍👍👍👍,5.0
It heats a lot,4.0
Nies phone,3.0
Worth for money,3.0
Poco was part of xiaomi mobile. But they filled google apps like google dialer in poco M3 . I don't want google dialer. I want xiaomi dialer and contact.I m very dispointed. 👇👇👇,5.0
I completely satisfied for this mobile,5.0
Nice prodect,3.0
"Time of calling, voice automatically goes off",5.0
Super camera quality 👍👍👍👍👍,5.0
Really value for money this phone,5.0
wanderfool delivery service is too good.,5.0
"Two major issue with the phone
1. Camera quality both front and back is very bad.
2. Heats a lot after minor use.",5.0
Not bad,4.0
Battery back up low,5.0
Nice phone.. I ordered this on first day when it was launched.. Working nicely.. But some times I am using selfie camera it not work properly.. Photo comes blurr.. Aderwise okkk... 👍👍,5.0
Camera quality is not good. Ram and Rom is excellent. Display quality is too good. Device working much better. Nice phone decent battery.,3.0
"Overall the phone is good for its price. Only problem i am facing is the issue of heating during the charging around the camera area. Even prolonged use causes the same issue.

And barring an average camera setup , the phone does its job perfectly. No complaints as such except mentioned above.",3.0
Good design,3.0
Charging not fast charge,5.0
"Nice phone.. battery awesome..1 charge stand by 5 days performance..
Display nice.. camera is ok .",5.0
Worth of money totally performance are ok ok,5.0
"Worst performance!! Screen keeps freezing, apps taking time to start. And they rejected the replace request as well.
Worst flipkart experience",4.0
"Good phone for this price
But camera quality is very poor.",4.0
Its a value for money phone battery performance is very good ...Camera is ok ok type over all good,5.0
"Bought this product for my dad. He mostly uses it for payments and social media. So the only thing I was looking for was battery life. And it has that alongwith 6/64.. while others are providing 4/64, without giving it a second thought I bought this one. And it turns out to be great. It lasts about 2 days and he does not need to worry about charging it every day.",5.0
Overall average phone,5.0
"Bestest mobile in this range, believe me because it took 1 month to choose best mobile for me.
Now I am so happy.
Just a feedback please work on mobile weight.",3.0
Bad phone 😡😡😡😡😡😡,5.0
Google dialer is big minus. Performance and remaining is good. Average camera,3.0
Display not working properly,4.0
"Really like the look and feel of the phone. But few issues that are bothering me a lot is the camera, which is slightly below average in quality, and the default phone dialer app that crashes more often than I wish it would. There is also an issue while rebooting the device, as it might freeze at Poco logo for a while until I hold down the power button again to reboot once more.

Disclaimer - Been using the phone from a bit over a month now.",5.0
"Front camera worst quality photos delivered
Charging time mobile has heating issue
Back camera snaps very good
Good battery
Good display",5.0
"1. Sound quality is So-So even it has 2 speakers.
2. Camera is average but you have use Google camera and it change your camera experience.
3. I really disappointed with its display quality it is invisible in sun light auto brightness not usable.
4. Battery is really amazing.
5. Processor is ok for daily use.
6. Net speed is depend on your area and your network my is fast with Vi.
7. Looks of this phone is very premium.
I think in this price range this is the best phone in market go with it i...
READ MORE",5.0
very bad cam,5.0
Battery life superrr,5.0
budget friendly product with new features n also 6 gb ram. But in some cases like screen mirroring it's not supporting well.,4.0
Phone is good but camera very bad,3.0
"Okay, not bad",3.0
It's camera quality is very very veryyyyy poor. Sometimes it's camera and any application automatically off. There is also heat problem in this poco M3. I m fed up with this mobile. Please Don't buy it.,5.0
For buying an electronics Flipkart' s better than others.. Its comes sooner than expected date and i like this mobile too. I buy it for my mom..,5.0
When the phone is power on home screen icons are not displaying,3.0
"Total performance of the mobile was good. But there is no fast charging support, it takes more than 3 hours to charge from 0% to 100% and also there is no auto call recording option. The camera also have average quality and performance.",5.0
Except camera remaing all super its camera is 48 mp but it's look like as 5 mp in nights,3.0
"Very bad product.. poor app response and freezing problems..
Did factory reset 3 times still same issue .. don’t ever buy poco phones",4.0
"Not a good product in terms of CAMERA, its WORST THEN WORST .
INFINIX 8000 Rs camera is much much better then this POCO M3 .",3.0
"This product not good,,
Camera not clear,,
Fresh light focus &battery low
I hated poco mobile",3.0
"A perfect smartphone within the budget, yes it's really value for money. Battery, Display, Performance and Camera is good...",3.0
Bad quality of camara,5.0
Best phone at low price,4.0
"Very bad experinace with pooco M3 Bettery performance as like 4500 mh and ram like 3-4 gb ram camera quality 48 megapixl 🤦‍♂️too bad
Overall waste of money. 😒😒",4.0
Smooth touch,5.0
"Camera is too poor, it's not 52mp looks like less than 10 Mp, my 13 Mp takes much better photos than this camera. Lot of heating issues. Come with MIUI 12.0.4.0 , which is too worse, message and video call options to be updated. Video call can't be made without Google duo app, if you're making call for the person first time. Overpriced with these draw backs.",5.0
Display is not good. Battery backup is great. Camera is ok. Only reason to buy is is if you want a decent phone with big battery,4.0
"After 8 to 10 days use, i noticed sometimes contact & dail tone not working properly. Both folder showing some dialogue box stating that send your feedback. After clicking on feedback nothing happened. Again I have to restart the device. But how many time should I restart Or flight mode activated & again deactivated for smooth working of contact folder and dail phone folder? Else other function are good.",3.0
Camera very poor.....,3.0
"Camera is very very poor.
Also not working as expected. this model is waste for 12000. coz it is very huge amount for me.
i asked for exchanging with some other upgradable model but BEWARE flpkart does not give refund or exchange with some other model",3.0
"Little bit tempering while playing game, Brightness not enough for outdoor screen. Some function little bit slow.
Rest of are fine. Contacts and diallers must have few extra functions and features but those are missing.",5.0
Value for money... This time MI proved that they are still in the market against realme...,3.0
Camera is poor,4.0
Better,5.0
Display is very poor don't buy this phone,5.0
Everything is good but very disappointed with camera Quality I don't why my hash this type Quality even my friends has same mobile with good camera Quality,5.0
Money is worth,5.0
I am giving review after 15 days phone is very good in this price range excellent performance and battery life and also good for photography 😊,4.0
"Amazing product
I really like it 😊",5.0
Good camera,4.0
"Waste off money
Narzo 20 pro is best option",5.0
"Built quality ok, battery very good.
Rest all is average. Phone heats too much on charging, seems peice will blast.
Contactblist software issue continuously pops up.
Call receiving and togglingbbetween two apps is a taks since phone gets frequently irresponsive.
I have major office use with phie, with heavy apps to run and hence I am not ok with below average performance.
6 gb ram and phie freezing!!... Is a real concernnot happy with brand poco

Bad again average...",4.0
Nice phone but camera is very laggy specially the front camera and hearts up quite easily.,5.0
"Overall a great phone, a total value for money
Pros
Display is good
Battery is a monster easily last a day
Yellow back panel is unique it's a eye catcher
The dual speakers is loud and clear

Improvements
Wish it had a AMOLED screen
Poco should have added wide camera lens
The poco UI is good but sometimes can see the minor lag but that can be fixed by software update

No phone is perfect but overall very happy with phone and flipkart delivery",4.0
The phone is good. Rear camera is also good. But front camera is very bad. Overall the phone is great.,5.0
Mobile is ok but 6000mh beterry not performed.. Only max 1.5day,5.0
Very poor product quality plse try to improve mobile is hanging within just 10 days of purchased this mobile im lost my money for purchase of this mobile,4.0
Front camera is very bad don't buy this phone,4.0
Operating system is not good during starting few start it is used to hang and display/touch is also not good,5.0
"Worst experience, camera is just like 5 mega pixel. Front camera is totally wrost.",5.0
"The system is getting lagg, from the day I bought. I have done the software update also. But still having same issue. I didn't even install any heavy gaming apps.",5.0
"Excellent device 😎😎
Value for money
Great battery backup",3.0
"Don't buy this very worst phone ever,i have been seen, don't buy very worst battery draing fast, its not 6000mah really 3000mah, return policy also reply proper manner, they denied my return service.what can i do?",5.0
Very use full mobile . value for money,4.0
"Value for money but Bokeh mode is not too good, as it blurs the outline of body as if the blur is done manually with some app.
It gets too much heated up while using hotspot and watching videos simultaneously and asks to turn off all the actions going on",5.0
Poco is know for it's high processor and all. But the gyroscope is worst in this phone. I actually bought this phone for gaming purpose but it is really disappointing for poco to have the worst gyroscope I have ever seen.,5.0
Charger quality low 0-100% charging complete 5 hours. Useless charger,5.0
"The delievery was worst,took me 18 days.The product is average from price point of view.Camera is average ,don't take tension for battery and speaker,",4.0
"Best battery phone
Camera average not bad
Performance nice
Looks and style awesome
Overall good deal",4.0
Sometimes heeting problm overall good 👍,5.0
Good product..,5.0
Best value for phone📱,5.0
"Nice Phone
Value of money 💰
Old phone exchange offer is so good experience",5.0
Good product in this price.....,5.0
"I am using Realme since last year. I bought POCO just for the battery life. I can say, it cant beat Realme phones.
Performance is Ok considering 6 GB RAM
Front camera not up to the mark.
Wide angle is missing on rear end.
MIUI need mich more improvement.

Battery is awesome.
Looks sturdy and cool.
IR blaster is an extra feature.
Its my true review",5.0
"Very poor.device hanging problem
Waste of money",5.0
"Looking at the price range the phone performs quite well. Especially for the battery section. Although with the SD662 it can cause some lag at high graphics during heavy gaming, but for a day to day use it's perfect.",5.0
OK good,4.0
Delivery man was very worst,3.0
Camara pixal very bad,5.0
"The front camera got dust after only 15 days of usage which is why I'm very disappointed, although
the phone is decent in this budget segment.",5.0
It's just okay. Delivery experience was very bad. Quite delay happened than initial promise. My old Redmi 8A had more sound that this. Battery also draining fast compared to Redmi 8A. Smudge effect when we zoom 5x times.,5.0
Short temper,5.0
"I have purchased a POCO-M3 3 days back.The battery is not charging beyond 50% even after 3 hours of charging.The instrument is getting hot after 1/2 hour of use.May be this piece is diffective. Requesting the replacement.

Regards
Satya",5.0
It's a good product,5.0
Value for money...,5.0
My first mobile in my birthday Thank you,5.0
It's a nice value of money 💵... Good performance..,5.0
"1.Poco M3 front camera is not good because it's low pixel but back camera is okay
2. Backside camera is okay.
3 battery is over heating when can continue handling mobile make hand pain and pain effective increase kidney side area of body is very pain
4.not wroth of money.",5.0
It's performance is too good. But it's just 12th day of my purchase and it getting hot 🥵,5.0
"This phone is a beast.
It have a very good battery life.
A bit heavy but a good phone from MI.",5.0
Very nice phone. Battery is too good.. loving it!,3.0
Poor camera quality and poor performance. And no smart look in phone's appearance.,5.0
Everything is ok but the charger adapter is not working 😔,5.0
"Received minor damaged peace, absorved the damage return policy completed.Damage at rear camera glass.",5.0
lots off dunction not work properly,5.0
"Good product, camera quality good, the best phone with in the competitive price",5.0
Camra is not good.. Both camre are not good..,3.0
"it is having voice issue, up speaker is having issue or it has problem with network component. it is just 3rd month.",5.0
Best mobile in the range but now flipcart is not so honest for customer service and satisfaction,4.0
"Video not playing good

Got stucked online or offline also


I think this is bad mobile",5.0
"Not a great phone. Poor camera, average performance. Best suitable for casual users only not for heavy users",4.0
Expectations is not fulfilling.,4.0
"Perfect Phone in this price range.
1. Attractive
2. Battery
3. Sound
4. Camera (Front camera is not that Good)
5. Fast Charging",5.0
Ok but price is to High,4.0
Already I am using blue item. Camera issues in low light. Can be resolved by updating the software. I think it is possible for such a huge company.,5.0
"Performance wise is good
Camera quality is bad

In this budget don’t except high end futures",5.0
Best value for money phone in this range,3.0
Good phone on this price range average camera quality but performance is better than redmi 9 power,4.0
Thanks POCO...Im totally satisfied with the mobile.,4.0
Good service as always,5.0
Aswm phone in the price rang.,5.0
Nice phone...,5.0
Super mobile I loved it and flickcard also super,5.0
Good but camera low,5.0
worst camera ever from MI,5.0
Worst camera ever..front camera is lika 7000 rupee phone...don't buy this phone if you have range of 11-12k then go for realme phones.,4.0
Nice phone with affordable price. Good specification. But camera quality is average,5.0
Cam is not as per accepted,5.0
Just Ok,5.0
Good value for money mobile for normal use people's.,5.0
Nice mobile value for money,5.0
Selfie camera was worst.,5.0
Verry nice mobile,3.0
"Budget phone
1) it's okay, use this cost
2) battery backup awesome
3) camera not good but okay
4)build and design good, yellow colour is
Very nice
5)it lightly lag noticed
6) performance is average
7)new features enabled, particularly
ultra power saving mode op.",5.0
Nice phone and touch screen is very smooth,5.0
Good mobile under rs 11000,5.0
Ghatiya phone don't buy this,4.0
Value for money but note for gaming bcoz have not gyroscope sensor . Big thing can't play pubg,5.0
Process is too slow,5.0
This prize best mobile,5.0
"Network strength is low, camera is bad,",4.0
"Secondary camera is not according to poco standards, when we click photos the photos appear to be blur in the background, hope a software updates would fix this, video calling through the secondary camera make you fair too much saturated, overall all performance is good but secondary camera gets only 2 star from my side. Hoping update will fix it",5.0
Camera is very poor,3.0
Front Camera need to be Improve... And auto voice record is not Available in this device...,5.0
"Like it💞 but no camera quality
Camera is poor
Yellow is op 💛💛",5.0
Waste of money and precious time,3.0
Camera is wrost.,5.0
"Great in its budget. Butter for normal usage. Its 7 days now n I have never seen it heating, even during charging. The drawback it got is only that it got no fast charging. Abt 3 hours to full charge that lasts abt 2 days..",5.0
"Camera very bad, honor 12MP camera is best against this 48 MP",5.0
"I got normal charger instead of 22 watt charger , it is taking more than 5 hours to charge the phone from 0 to 100%, how can I replace it",5.0
Camera quality is poor,5.0
"Most of time hanging heavy app, chating issues. Typical slow",5.0
Camera is very bad,5.0
Faster problem,5.0
"Value for money

Thanku Flipkart for fast delivery",5.0
"Very disappointed with the Rear and Front Cameras, It reminds me Nokia 2 mega pixel cameras. fooling customers with 48 megapixel Rear camera no clarity, changing colors. Battery beast for sure. Not value for money",5.0
Looking nice design awesome value of money 🙂,5.0
Not that much standard campare to realme2 pro,3.0
"Value For Money
Excellent Phone Battery Life
Camera Is good under 10k Phone
Good Phone",5.0
"Budget phone,superb",5.0
Not good as expected. Camera performance very poor.back and front both are not good. Phone memory and phone performance ok.,5.0
"POCO M3 IS A GOOD MOBILE BUT BATTRY HAVE FINISHED, I NEED TO CHARGE IT EVERY TWO HOUR TO ONCE AGAIN",5.0
"Don't waste time
camera very poor quality camera faltu he",5.0
"Just ok
Nothing to say more",5.0
Good quality camera 😊,4.0
Camera Quality Is Very Bad,5.0
every one is good,5.0
Value for money mobile. Totally worth for the price invested. Quite satisfied with the product. Definitely I will recommend it.,5.0
I waited for it with much expectation but the camera especially the front cam is a trash. Battery also draining almost very fastly. Other performance and looks are ok.,4.0
Worth the money,4.0
Everything is best in this mobile except camera... Especially front camera is too bad ... Rest everything is okay ... go for it !!!,4.0
Mobile is good but if u want camera mobile don't buy it,3.0
Fantastic,4.0
Thanks Flipkart and amazing Pocom3,3.0
Battery drains very fast. Except this at this price range and specifications POCO M3 is good. Yellow colour looks fantastic and catches the attention of others.,5.0
Superb mobile...good to use....nice...in this price,5.0
According to this price it's better than every phone,3.0
Very good phone... I used it 3 days & played 2 games (Mobile legends & Free fire) both run smoothly on high settings... it lagged once only tho... & Camera is average...,4.0
Bed funt cemra,5.0
Looks was awesome,5.0
Not 6gb ram only 4gb ram conditions,5.0
"It's only a budget phone, camera average performance only, battery backup good, touch and performance is nice. Finally, poco m3 is only phone for normal users....",4.0
The phone has amazing aesthetics. Leather finish on the back is a stand out thing for me. Design is so alluring that you can easily identify it from the MOON.,4.0
Worth for money..all are well.. camera quality is little poor,5.0
"EveryThing Is Best Affording To Price Tag
6Gb In 10999/- Only
Awesome Deal",4.0
Perfect at price range ☺️☺️😊,5.0
"Display: FHD okk 👍
Battery: Supb 6000mAh 👍
Performance: Good
BUT CAMERA: 🥱👎👎👎 . please install GCAM, its gives you satisfaction",4.0
"All good but bettery performance is very poor, performance is not as per expected.",4.0
"Camera not good
Battery good
Performance ok for normal use
Heating problem while charging",5.0
Super 😘,5.0
Front Camera is wrost rest is value for money,5.0
"Features are Good
But the 2 extra cameras are just like fake ones no need of it
Giving a wide angle would be more likely to users",5.0
I thing for rs 11000/- best smart phone and value is approximately,5.0
Auto call recording not available. No MIUI DIALER,5.0
Good for normal use. Little hanging problem is there. gamers dont chose this,5.0
"the product is awesome , must buy it",5.0
Just Wow👌,5.0
Still I am not used I give 5 for quick delivery,3.0
"Great phone .
Every thing satisfied.
But charging 0 to 100% take around 3 hrs this is back drop.
reaming a to z superb....😀😀",5.0
Camera 100% To 70%,5.0
Totel phone is good camera bad,5.0
I just received my Poco M3 and it's really amazing. The camera is not so good but in this price I would say it's value for money. The screen size is really nice.,5.0
NICE PHONE,3.0
Camara quality is not good..but ok..,5.0
Camera & Display not good.,5.0
Worst phone not upto maro most hopless phone i had buy and update now it is not even starting,5.0
Battery life is very poor..i think it is not 6000 mAh,4.0
Worth amount,3.0
Great for bughet,4.0
I m very happy with this product,4.0
"Super,,,,great performance",4.0
I love too much,5.0
Super b value for money,5.0
"Nice phone but front camera is not good
Value for money",4.0
"Front cam is a big drawback
Otherwise great value for money",5.0
"Best in this price range
Camera very bad 5*3
Battery good. 5*4",5.0
"vary use full mobile for this paise
but selfie camera not good",5.0
"Camera could have been better, may be future updates fix it.",3.0
Fabulous Phon,3.0
"value for money
Budget friendly
Timely delivery service from flipkart",5.0
Very good condition and price,5.0
Excellent phone in budget 🤠,4.0
"fantastic model, everything is good",4.0
"Just loved it....value for money...
Must buy..thanks poco👍🏻✌🏻but very low quality front camera. ☹️",4.0
"Network issue found 4g & 3g constantly flickering.
Very good Sound quality.
Display average.
Awesome Battery backup.",5.0
Good but this phone cost is high...,4.0
Pubg mobile not supporting 😭😡😡😡🤬,5.0
Nice all category and system and mobile phone,5.0
Superb look n phone within this budget,4.0
If u are buying this phn for playing ping then it's will be waste of money as they is a massive gyro delay but for normal uses this phn is pretty much dependable.,5.0
💯 best poco m3 I am very happy,3.0
Good but We want atleast 720G processor on today's condition at this price. Then We call it value for money.,5.0
Value for money phone,4.0
Good but costly,4.0
"Camera not good as it says 48 MP, it's working as ordinary camera. Front camera also as not upto the mark",3.0
"1)Camera is normal front or back both
2)Touch screen some time not working

Only 2 defect ...after using 1 weak

Baki sub thik h.......ab lelo phone order now",3.0
"Pros :
1. Display quality is Very good.
2. Battery backup is too good. (6000mah)
3. Charging speed is good.
4.Rear camera is good.
5.comes with miui 12.
6.Side mounted fingerprint.
7.light weight.
8.there is pro colour mode
Cons:
1.Though it comes with dual speaker bt the quality is not upto the mark.. Poco m2 pros speaker is much better.
2. Selfi camera is worst",5.0
Best mobil for best price,4.0
3rd class phone...pure chinese feel phone...touch is useless...& no ram is 6 gb... slow phone...i think 1 gb phone will perform better than poco m3,5.0
Qualcomm Snapdragon 662 Processor not in the mobile octo there,4.0
"Battery Good.
Build Quality Excellent
Look and feel Good
Display Good
Sound Good
Call Quality Good
Charging Good

Camera Poor
MIUI Poor too many unnecessary apps",5.0
"I wrote this review after 1 week of purchase.
Camera quality is very poor.
Screen resolution also very poor.
Pls don't buy.
Worst Mobile",5.0
Vry good quality 💓,5.0
Selfie camera very bad and bad product,4.0
Super quality camera,5.0
"Don't waste your money inLow quality brand POCO

Cons-

1- Battery dies out in a day being nirmla use.

2- Poor performance even though 6gb of ram.

3- Faulty customed OS, basic android features doeswork properly e.g. installation, installation,etc.

In short, don't waste your money only the price is lucrative.",3.0
"Worst phone
Dont buy it at any cost. It have only cons. I bought it 10 days back only and i have made my mind that i am going to sell it in watever prices i will get. I would be happy to buy pros also as i have invested my money in it but it does not have any.
Cons-
1. Hanging in making calls since day two
2. It took 3 hrs for full charging
3. User interface is very poor. You will be irritated immediately as you start using it. Opening notifications from home screen will be worst.
4. Even u ...
READ MORE",4.0
"Very poor performance Its software, camera and battery are very weak.",5.0
Overall performance Much less than expected,3.0
"The mobile doing hang...
The front camera is so worst...
Also do heat...",5.0
Worst display.. Don't go for this mobile if you want to experience the videos.. You cant even see a normal video in day light... Worst..i bought it for my mom but its waste of money..,5.0
"Touch is so slow
Camera is not 48mp",4.0
Good in this price range. Battery super. Front camera not clear. Ok ok Mobile.,5.0
"Very very bad mobile. Network connect capability are vrey bad, camera very bad. Connection speed very less like 2g(my wifi speed 8mb/s)
Call volleum are not clear, Chinese bottom ph also good don't buy it. Now exchange offer also not coming for this ph. ( name not listed on old ph exchange area)",3.0
Battery stand by is very good.. But phone hanging multiple times and camera quality is very poor.... I don't feel like it's worth of money..,5.0
Good products and camera is very good,4.0
"Looking good
Average camera",5.0
"Awesome phone, camera is very good, performance and battery life is excellent. Superb mobile at this price. Those who doesn't know poco company , don't worry after buying this phone u could trust this company.",5.0
Battery performance is very very poor,4.0
Wrost phone of Mi because mainly it hangs and very bad performance.,5.0
"This phone is the best budget phone. Best battery backup,best Pubg/Cod gaming experience.best premium quality camera.best display quality.",3.0
Best💯👍,5.0
This rating night fight h the phone but for company. SIM ejection tool was missing in the box. How is it possible! It was my mistake that I did not make a video of unboxing. I had faith on Flipkart and on the mobile company but now it's shaked,5.0
"🤩🤩Mobile is best but 🙁🙁heating problem is there .
🙁🙁Mobile start heating with less use but its ok
👍👍Camera quality is nice
😗😗Battery performance is not so good
but at this range mobile is nice .😄😄You can go for buy it.",3.0
Nice camera,4.0
"The camera is the worst, fingerprint sensor also not detect the finger fastly, it really never meet the expectations I had. my suggestion is that don't buy this mobile I tried to return also but their is no return policy here and there is lot of problem happening with apps sometimes they close automatically themselves iam feeling like the processor is also not good for this mobile. I can give 1 out of 10 for this mobile that's it from my end",4.0
"Front camera very bad, rear camera good, display not bad, battery backup good.....",5.0
As per the cost the mobile is very good and camera quality also nice ....,5.0
"Nyc product
Nyc camera.. I love this mobile.",5.0
"i m purchesh this product but front camera is very bad , finger print proper not work let charging all thing bad prodect",5.0
"Sound quality not good, phone was hanging, call history deleting automatically within 1weeek",4.0
Front camera works good in outdoor.,5.0
"Awesome.. Value for money
All people are saying that camera quality is not so good
here is some pictures of poco m3
You can understand how is the camera quality.
In this price range you can't get everything. The problem is that our expectations are too high according to price range but in this price i think camera quality is very good if you're searching more better quality then you've to find expensive one but believe me camera quality is much better.. From my side i would like to rate 5 s...
READ MORE",5.0
Normal Profamence,3.0
Camera quality is average or else everything is good.,5.0
Best phone at this price segment,5.0
Better One,3.0
Very bad quality of camera ....battery backup poor ..and more important thing is poor response of flipcart to return request ..,5.0
"Mind blowing purchase
Killer look",4.0
Good phone and good sale for flipkart ❤️❤️,5.0
"Just Normal.. performance not better.. hanging problem, camera normal not better..",4.0
"Ok..Ok...Phone...Looks sub 8K mobile...Also, there is a google dialer instead of miui dialer...No auto call recorder..My humble advice to all that spent extra 1000 and go for poco m2 pro or note 9 pro...Even in festival sale you will get both these mobiles below 12000",4.0
"Very fast delivery, I got in 21hrs after booking.",5.0
A good mid-range phone. But front camera is not so much good as expected.,5.0
"According to price, a perfect all rounder smartphone to buy. Except camera and display all aspects are done it's job very well..",5.0
"Awesome in this price range.
All specifications came in this just 12k.
Camera is just awesome. Maybe I never give this much review to any mobile I purchased. Me n my father loves it and impressed.
Flipkart gives delivery on time too..",4.0
"Poco m3 mobile SO beautiful looking.
I am very happy.
Ye picture ni8 ki hai...",5.0
Best Camera Best Ram Best Battry,4.0
"I am putting comment after using one day.

Advantages:
- Interface : Good
- Camera : Good
- Video performance good

Cons:
- Heavy weight
- I think there are some issue with the software. I feel bit laggy while opening and scrolling app panel.
- Its not slim like other phone.

Overall performance wise Good phone, but 12000-13000 is little expensive for this.",4.0
Low Camera quality...,3.0
"Sim slat pin is missing, bit nice mobile",4.0
Excellent! performance,5.0
Good Performance for the Price,5.0
Good quality product,5.0
Nce camera,4.0
Waste of money......,4.0
I purchased Poco M3 Camera quality is very poor zooming quality very poor speaker voice very low I put return request My return request rejected I m very disappointed with Flipkart I request any person not purchased this product money waste all cheater fake description battery is 6000mah but not perform 6000mah this was my last shopping with Flipkart.,5.0
"Amazing product but not for highly recommended gaming . There is not problem in little bit game...
But after all awesome mobile",3.0
Poor battery performance. Battery drain in 5hrs if u use internet. Camera quality low boycott this product don't recommend this product,4.0
"Awesome for this money investing, good camera 📷 quality with heavy battery 🔋 performance",5.0
OSM,4.0
"Selfi camera very bad
Phone average value for money",5.0
I don't like this product call recording not available this mobile,3.0
Bad phone look cheap mobile,3.0
Network issue,4.0
"Good product at this price range but camera quality is compromised according to me ..indoor picture quality is just so much noisy,color saturation is very bad in low light nd even in outdoor conditions. If poco can fix this with an software update it would be moreover a budget beast phone then. Overall good work poco.
Thank-you",4.0
Good Phone,4.0
Useful,5.0
Wow wow wow that's awesome,5.0
"Best in this price range
Best battery
Best performance",4.0
Front camera is producing bad quality of photos. For those who want to buy it for camera purposes please don't. You will regret your decision.,5.0
"Worst mobile,camera like 2 megapixel .phone overheating, thickness more",4.0
Very bad ram6 gb,5.0
"Worst phone ever don't buy this
Front sensor worst automatically muted when on call
Slowest phone
Camera worst
Battery 6000 mah but still one day only",4.0
Nice product,3.0
I don't like this,5.0
"The Camera Quality is perfect
The Charging Speed is osm
The Display is nice.
Overall it all performance is perfect in this price.",4.0
"Great phone for gaming and simple use
Camera is not Samsung of course but good in this price",3.0
Superrrrr,5.0
Mobile is good profamence is bat,5.0
Over heat problem,5.0
Tq for value for money,5.0
Thanks Flipkart.,3.0
"Thanku flipkart for fast deliver. Display is osm, batter performance great, great price, camera is not that much good bt its ok.. Great phone in affordable price",4.0
"Yes it's camera so much bad"" like china mobile camera and second problem is that 6K MAh Battery Not Working 6k battery , literally usual 4k MAh .
other wish ok..
range 11k amount",5.0
Good looking battery performance super,5.0
Display Not Good,5.0
very nice product. i liked it very much,3.0
After 1 month finger senser very heated and not working. And battery is very fast discharge. Not buy this phone...many problems.....,3.0
"Best phone in 11 k
U can buy this product.
Phone performance is too good.
Front camera is average.",5.0
"worthless product plz don't buy its a waste of your money, camera has quality worse than a bar phone",5.0
Super phone,4.0
It's to good value of money,5.0
very poor camera quality also brightness very low even if I'm using full brightness level,4.0
Nice Product,4.0
best phone for 10k,4.0
Nice products. I really satisfied with this product.,5.0
